scenario_id,scenario_label,ego_vehicle_id,start_global_time,end_global_time,lane_start,lane_end,frames
congested_traffic_veh9_1113437624500,congested_traffic,9,1113437624500,1113437629400,3,3,50
congested_traffic_veh9_1113437625500,congested_traffic,9,1113437625500,1113437630400,3,3,50
congested_traffic_veh9_1113437626500,congested_traffic,9,1113437626500,1113437631400,3,3,50
congested_traffic_veh9_1118847850900,congested_traffic,9,1118847850900,1118847855800,1,1,50
congested_traffic_veh9_1118847851900,congested_traffic,9,1118847851900,1118847856800,1,1,50
congested_traffic_veh9_1118847852900,congested_traffic,9,1118847852900,1118847857800,1,1,50
congested_traffic_veh9_1118847853900,congested_traffic,9,1118847853900,1118847858800,1,1,50
congested_traffic_veh9_1118847863900,congested_traffic,9,1118847863900,1118847868800,1,1,50
congested_traffic_veh10_1113437592400,congested_traffic,10,1113437592400,1113437597300,6,6,50
congested_traffic_veh10_1113437593400,congested_traffic,10,1113437593400,1113437598300,6,6,50
congested_traffic_veh10_1113437594400,congested_traffic,10,1113437594400,1113437599300,6,6,50
congested_traffic_veh10_1113437595400,congested_traffic,10,1113437595400,1113437600300,6,6,50
congested_traffic_veh10_1113437596400,congested_traffic,10,1113437596400,1113437601300,6,6,50
congested_traffic_veh10_1113437597400,congested_traffic,10,1113437597400,1113437602300,6,6,50
congested_traffic_veh10_1113437598400,congested_traffic,10,1113437598400,1113437603300,6,6,50
car_following_veh11_1113433141500,car_following,11,1113433141500,1113433146400,2,2,50
car_following_veh11_1113433142500,car_following,11,1113433142500,1113433147400,2,2,50
car_following_veh11_1113433143500,car_following,11,1113433143500,1113433148400,2,2,50
car_following_veh11_1113433144500,car_following,11,1113433144500,1113433149400,2,2,50
car_following_veh11_1113433145500,car_following,11,1113433145500,1113433150400,2,2,50
congested_traffic_veh11_1113437621400,congested_traffic,11,1113437621400,1113437626300,5,5,50
congested_traffic_veh11_1113437622400,congested_traffic,11,1113437622400,1113437627300,5,5,50
congested_traffic_veh11_1113437623400,congested_traffic,11,1113437623400,1113437628300,5,5,50
congested_traffic_veh11_1113437624400,congested_traffic,11,1113437624400,1113437629300,5,5,50
congested_traffic_veh11_1113437625400,congested_traffic,11,1113437625400,1113437630300,5,5,50
congested_traffic_veh11_1118847866900,congested_traffic,11,1118847866900,1118847871800,3,3,50
congested_traffic_veh12_1113437580800,congested_traffic,12,1113437580800,1113437585700,4,4,50
congested_traffic_veh12_1113437581800,congested_traffic,12,1113437581800,1113437586700,4,4,50
congested_traffic_veh12_1113437582800,congested_traffic,12,1113437582800,1113437587700,4,4,50
congested_traffic_veh12_1113437583800,congested_traffic,12,1113437583800,1113437588700,4,4,50
congested_traffic_veh12_1113437584800,congested_traffic,12,1113437584800,1113437589700,4,4,50
congested_traffic_veh12_1113437585800,congested_traffic,12,1113437585800,1113437590700,4,4,50
congested_traffic_veh12_1113437586800,congested_traffic,12,1113437586800,1113437591700,4,4,50
congested_traffic_veh12_1113437587800,congested_traffic,12,1113437587800,1113437592700,4,4,50
congested_traffic_veh12_1113437588800,congested_traffic,12,1113437588800,1113437593700,4,4,50
congested_traffic_veh12_1113437589800,congested_traffic,12,1113437589800,1113437594700,4,4,50
congested_traffic_veh12_1113437590800,congested_traffic,12,1113437590800,1113437595700,4,4,50
congested_traffic_veh12_1113437591800,congested_traffic,12,1113437591800,1113437596700,4,4,50
congested_traffic_veh12_1113437592800,congested_traffic,12,1113437592800,1113437597700,4,4,50
congested_traffic_veh12_1113437593800,congested_traffic,12,1113437593800,1113437598700,4,4,50
congested_traffic_veh12_1113437594800,congested_traffic,12,1113437594800,1113437599700,4,4,50
congested_traffic_veh12_1113437595800,congested_traffic,12,1113437595800,1113437600700,4,4,50
congested_traffic_veh12_1113437596800,congested_traffic,12,1113437596800,1113437601700,4,4,50
congested_traffic_veh12_1113437597800,congested_traffic,12,1113437597800,1113437602700,4,4,50
congested_traffic_veh12_1113437598800,congested_traffic,12,1113437598800,1113437603700,4,4,50
congested_traffic_veh12_1118847855400,congested_traffic,12,1118847855400,1118847860300,1,1,50
congested_traffic_veh12_1118847856400,congested_traffic,12,1118847856400,1118847861300,1,1,50
congested_traffic_veh12_1118847857400,congested_traffic,12,1118847857400,1118847862300,1,1,50
car_following_veh12_1118847858400,car_following,12,1118847858400,1118847863300,1,1,50
car_following_veh12_1118847859400,car_following,12,1118847859400,1118847864300,1,1,50
car_following_veh12_1118847860400,car_following,12,1118847860400,1118847865300,1,1,50
car_following_veh12_1118847861400,car_following,12,1118847861400,1118847866300,1,1,50
car_following_veh12_1118847862400,car_following,12,1118847862400,1118847867300,1,1,50
car_following_veh12_1118847863400,car_following,12,1118847863400,1118847868300,1,1,50
congested_traffic_veh12_1118847864400,congested_traffic,12,1118847864400,1118847869300,1,1,50
congested_traffic_veh12_1118847865400,congested_traffic,12,1118847865400,1118847870300,1,1,50
congested_traffic_veh12_1118847866400,congested_traffic,12,1118847866400,1118847871300,1,1,50
congested_traffic_veh12_1118847867400,congested_traffic,12,1118847867400,1118847872300,1,1,50
congested_traffic_veh13_1118847868900,congested_traffic,13,1118847868900,1118847873800,2,2,50
congested_traffic_veh15_1163038800,congested_traffic,15,1163038800,1163043700,1,1,50
congested_traffic_veh15_1163039800,congested_traffic,15,1163039800,1163044700,1,1,50
congested_traffic_veh15_1163040800,congested_traffic,15,1163040800,1163045700,1,1,50
congested_traffic_veh15_1163041800,congested_traffic,15,1163041800,1163046700,1,1,50
congested_traffic_veh15_1163042800,congested_traffic,15,1163042800,1163047700,1,1,50
congested_traffic_veh15_1163043800,congested_traffic,15,1163043800,1163048700,1,1,50
congested_traffic_veh15_1163044800,congested_traffic,15,1163044800,1163049700,1,1,50
congested_traffic_veh15_1163045800,congested_traffic,15,1163045800,1163050700,1,1,50
congested_traffic_veh15_1163046800,congested_traffic,15,1163046800,1163051700,1,1,50
congested_traffic_veh15_1163047800,congested_traffic,15,1163047800,1163052700,1,1,50
congested_traffic_veh15_1163048800,congested_traffic,15,1163048800,1163053700,1,1,50
congested_traffic_veh15_1163049800,congested_traffic,15,1163049800,1163054700,1,1,50
congested_traffic_veh15_1163050800,congested_traffic,15,1163050800,1163055700,1,1,50
congested_traffic_veh15_1163051800,congested_traffic,15,1163051800,1163056700,1,1,50
congested_traffic_veh15_1163052800,congested_traffic,15,1163052800,1163057700,1,1,50
congested_traffic_veh15_1163053800,congested_traffic,15,1163053800,1163058700,1,1,50
car_following_veh17_1163036300,car_following,17,1163036300,1163041200,1,1,50
car_following_veh17_1163037300,car_following,17,1163037300,1163042200,1,1,50
congested_traffic_veh17_1163038300,congested_traffic,17,1163038300,1163043200,1,1,50
congested_traffic_veh17_1163039300,congested_traffic,17,1163039300,1163044200,1,1,50
congested_traffic_veh17_1163040300,congested_traffic,17,1163040300,1163045200,1,1,50
congested_traffic_veh17_1163041300,congested_traffic,17,1163041300,1163046200,1,1,50
congested_traffic_veh17_1163042300,congested_traffic,17,1163042300,1163047200,1,1,50
congested_traffic_veh17_1163043300,congested_traffic,17,1163043300,1163048200,1,1,50
congested_traffic_veh17_1163044300,congested_traffic,17,1163044300,1163049200,1,1,50
congested_traffic_veh17_1163045300,congested_traffic,17,1163045300,1163050200,1,1,50
car_following_veh17_1163046300,car_following,17,1163046300,1163051200,1,1,50
congested_traffic_veh17_1163047300,congested_traffic,17,1163047300,1163052200,1,1,50
congested_traffic_veh17_1163048300,congested_traffic,17,1163048300,1163053200,1,1,50
congested_traffic_veh17_1163049300,congested_traffic,17,1163049300,1163054200,1,1,50
congested_traffic_veh17_1163050300,congested_traffic,17,1163050300,1163055200,1,1,50
congested_traffic_veh17_1163051300,congested_traffic,17,1163051300,1163056200,1,1,50
congested_traffic_veh17_1163052300,congested_traffic,17,1163052300,1163057200,1,1,50
congested_traffic_veh17_1163053300,congested_traffic,17,1163053300,1163058200,1,1,50
congested_traffic_veh17_1163054300,congested_traffic,17,1163054300,1163059200,1,1,50
congested_traffic_veh17_1163055300,congested_traffic,17,1163055300,1163060200,1,1,50
car_following_veh17_1113433172100,car_following,17,1113433172100,1113433177000,1,1,50
car_following_veh17_1113433173100,car_following,17,1113433173100,1113433178000,1,1,50
car_following_veh17_1113433174100,car_following,17,1113433174100,1113433179000,1,1,50
car_following_veh17_1113433175100,car_following,17,1113433175100,1113433180000,1,1,50
congested_traffic_veh17_1118847857700,congested_traffic,17,1118847857700,1118847862600,1,1,50
congested_traffic_veh17_1118847858700,congested_traffic,17,1118847858700,1118847863600,1,1,50
congested_traffic_veh17_1118847859700,congested_traffic,17,1118847859700,1118847864600,1,1,50
congested_traffic_veh17_1118847860700,congested_traffic,17,1118847860700,1118847865600,1,1,50
car_following_veh17_1118847861700,car_following,17,1118847861700,1118847866600,1,1,50
car_following_veh17_1118847862700,car_following,17,1118847862700,1118847867600,1,1,50
car_following_veh17_1118847863700,car_following,17,1118847863700,1118847868600,1,1,50
congested_traffic_veh17_1118847864700,congested_traffic,17,1118847864700,1118847869600,1,1,50
congested_traffic_veh17_1118847865700,congested_traffic,17,1118847865700,1118847870600,1,1,50
congested_traffic_veh17_1118847866700,congested_traffic,17,1118847866700,1118847871600,1,1,50
congested_traffic_veh17_1118847867700,congested_traffic,17,1118847867700,1118847872600,1,1,50
congested_traffic_veh17_1118847868700,congested_traffic,17,1118847868700,1118847873600,1,1,50
car_following_veh17_1118847869700,car_following,17,1118847869700,1118847874600,1,1,50
congested_traffic_veh21_1163039100,congested_traffic,21,1163039100,1163044000,2,2,50
congested_traffic_veh21_1163040100,congested_traffic,21,1163040100,1163045000,2,2,50
congested_traffic_veh21_1163041100,congested_traffic,21,1163041100,1163046000,2,2,50
congested_traffic_veh21_1163042100,congested_traffic,21,1163042100,1163047000,2,2,50
congested_traffic_veh21_1163043100,congested_traffic,21,1163043100,1163048000,2,2,50
congested_traffic_veh21_1113437585200,congested_traffic,21,1113437585200,1113437590100,5,5,50
congested_traffic_veh21_1113437586200,congested_traffic,21,1113437586200,1113437591100,5,5,50
congested_traffic_veh21_1113437587200,congested_traffic,21,1113437587200,1113437592100,5,5,50
congested_traffic_veh21_1113437588200,congested_traffic,21,1113437588200,1113437593100,5,5,50
congested_traffic_veh21_1113437589200,congested_traffic,21,1113437589200,1113437594100,5,5,50
congested_traffic_veh21_1113437593200,congested_traffic,21,1113437593200,1113437598100,5,5,50
congested_traffic_veh21_1113437594200,congested_traffic,21,1113437594200,1113437599100,5,5,50
congested_traffic_veh21_1113437595200,congested_traffic,21,1113437595200,1113437600100,5,5,50
congested_traffic_veh21_1113437596200,congested_traffic,21,1113437596200,1113437601100,5,5,50
congested_traffic_veh21_1113437597200,congested_traffic,21,1113437597200,1113437602100,5,5,50
congested_traffic_veh21_1113437598200,congested_traffic,21,1113437598200,1113437603100,5,5,50
congested_traffic_veh21_1113437599200,congested_traffic,21,1113437599200,1113437604100,5,5,50
congested_traffic_veh21_1113437600200,congested_traffic,21,1113437600200,1113437605100,5,5,50
congested_traffic_veh21_1113437601200,congested_traffic,21,1113437601200,1113437606100,5,5,50
congested_traffic_veh21_1113437602200,congested_traffic,21,1113437602200,1113437607100,5,5,50
congested_traffic_veh21_1113437603200,congested_traffic,21,1113437603200,1113437608100,5,5,50
congested_traffic_veh21_1113437604200,congested_traffic,21,1113437604200,1113437609100,5,5,50
congested_traffic_veh21_1113437605200,congested_traffic,21,1113437605200,1113437610100,5,5,50
congested_traffic_veh22_1113437591600,congested_traffic,22,1113437591600,1113437596500,4,4,50
congested_traffic_veh22_1113437592600,congested_traffic,22,1113437592600,1113437597500,4,4,50
congested_traffic_veh22_1113437593600,congested_traffic,22,1113437593600,1113437598500,4,4,50
congested_traffic_veh22_1113437594600,congested_traffic,22,1113437594600,1113437599500,4,4,50
congested_traffic_veh22_1113437595600,congested_traffic,22,1113437595600,1113437600500,4,4,50
congested_traffic_veh22_1113437596600,congested_traffic,22,1113437596600,1113437601500,4,4,50
congested_traffic_veh22_1113437597600,congested_traffic,22,1113437597600,1113437602500,4,4,50
congested_traffic_veh22_1113437598600,congested_traffic,22,1113437598600,1113437603500,4,4,50
congested_traffic_veh22_1113437599600,congested_traffic,22,1113437599600,1113437604500,4,4,50
congested_traffic_veh22_1113437600600,congested_traffic,22,1113437600600,1113437605500,4,4,50
congested_traffic_veh22_1113437601600,congested_traffic,22,1113437601600,1113437606500,4,4,50
congested_traffic_veh22_1113437602600,congested_traffic,22,1113437602600,1113437607500,4,4,50
congested_traffic_veh22_1113437603600,congested_traffic,22,1113437603600,1113437608500,4,4,50
congested_traffic_veh22_1113437604600,congested_traffic,22,1113437604600,1113437609500,4,4,50
congested_traffic_veh22_1113437605600,congested_traffic,22,1113437605600,1113437610500,4,4,50
car_following_veh23_1113437616500,car_following,23,1113437616500,1113437621400,6,6,50
car_following_veh23_1113437617500,car_following,23,1113437617500,1113437622400,6,6,50
car_following_veh23_1113437618500,car_following,23,1113437618500,1113437623400,6,6,50
congested_traffic_veh24_1163045500,congested_traffic,24,1163045500,1163050400,2,2,50
congested_traffic_veh24_1163046500,congested_traffic,24,1163046500,1163051400,2,2,50
congested_traffic_veh24_1163047500,congested_traffic,24,1163047500,1163052400,2,2,50
congested_traffic_veh24_1163048500,congested_traffic,24,1163048500,1163053400,2,2,50
congested_traffic_veh24_1163049500,congested_traffic,24,1163049500,1163054400,2,2,50
congested_traffic_veh24_1163050500,congested_traffic,24,1163050500,1163055400,2,2,50
congested_traffic_veh24_1163051500,congested_traffic,24,1163051500,1163056400,2,2,50
congested_traffic_veh24_1163052500,congested_traffic,24,1163052500,1163057400,2,2,50
congested_traffic_veh24_1163053500,congested_traffic,24,1163053500,1163058400,2,2,50
congested_traffic_veh24_1163054500,congested_traffic,24,1163054500,1163059400,2,2,50
congested_traffic_veh24_1163055500,congested_traffic,24,1163055500,1163060400,2,2,50
car_following_veh24_1113433151100,car_following,24,1113433151100,1113433156000,2,2,50
car_following_veh25_1118847880600,car_following,25,1118847880600,1118847885500,5,5,50
car_following_veh26_1113437612700,car_following,26,1113437612700,1113437617600,6,6,50
car_following_veh26_1113437613700,car_following,26,1113437613700,1113437618600,6,6,50
car_following_veh26_1113437614700,car_following,26,1113437614700,1113437619600,6,6,50
car_following_veh27_1118847874800,car_following,27,1118847874800,1118847879700,3,3,50
congested_traffic_veh29_1113437599100,congested_traffic,29,1113437599100,1113437604000,4,4,50
congested_traffic_veh29_1113437600100,congested_traffic,29,1113437600100,1113437605000,4,4,50
congested_traffic_veh29_1113437601100,congested_traffic,29,1113437601100,1113437606000,4,4,50
congested_traffic_veh29_1113437602100,congested_traffic,29,1113437602100,1113437607000,4,4,50
congested_traffic_veh29_1113437603100,congested_traffic,29,1113437603100,1113437608000,4,4,50
congested_traffic_veh29_1113437604100,congested_traffic,29,1113437604100,1113437609000,4,4,50
congested_traffic_veh29_1113437605100,congested_traffic,29,1113437605100,1113437610000,4,4,50
congested_traffic_veh29_1113437606100,congested_traffic,29,1113437606100,1113437611000,4,4,50
congested_traffic_veh29_1113437607100,congested_traffic,29,1113437607100,1113437612000,4,4,50
congested_traffic_veh29_1113437608100,congested_traffic,29,1113437608100,1113437613000,4,4,50
congested_traffic_veh29_1113437609100,congested_traffic,29,1113437609100,1113437614000,4,4,50
congested_traffic_veh29_1113437611100,congested_traffic,29,1113437611100,1113437616000,4,4,50
congested_traffic_veh29_1113437612100,congested_traffic,29,1113437612100,1113437617000,4,4,50
congested_traffic_veh30_1113437622500,congested_traffic,30,1113437622500,1113437627400,5,5,50
congested_traffic_veh30_1113437623500,congested_traffic,30,1113437623500,1113437628400,5,5,50
congested_traffic_veh30_1113437624500,congested_traffic,30,1113437624500,1113437629400,5,5,50
congested_traffic_veh30_1113437625500,congested_traffic,30,1113437625500,1113437630400,5,5,50
congested_traffic_veh30_1113437626500,congested_traffic,30,1113437626500,1113437631400,5,5,50
congested_traffic_veh30_1113437627500,congested_traffic,30,1113437627500,1113437632400,5,5,50
congested_traffic_veh30_1113437628500,congested_traffic,30,1113437628500,1113437633400,5,5,50
congested_traffic_veh30_1113437629500,congested_traffic,30,1113437629500,1113437634400,5,5,50
congested_traffic_veh30_1113437630500,congested_traffic,30,1113437630500,1113437635400,5,5,50
congested_traffic_veh30_1113437631500,congested_traffic,30,1113437631500,1113437636400,5,5,50
car_following_veh32_1113433153600,car_following,32,1113433153600,1113433158500,6,6,50
congested_traffic_veh36_1163050500,congested_traffic,36,1163050500,1163055400,2,2,50
congested_traffic_veh36_1163051500,congested_traffic,36,1163051500,1163056400,2,2,50
congested_traffic_veh36_1163052500,congested_traffic,36,1163052500,1163057400,2,2,50
congested_traffic_veh36_1163053500,congested_traffic,36,1163053500,1163058400,2,2,50
congested_traffic_veh36_1163054500,congested_traffic,36,1163054500,1163059400,2,2,50
congested_traffic_veh36_1163055500,congested_traffic,36,1163055500,1163060400,2,2,50
congested_traffic_veh36_1163056500,congested_traffic,36,1163056500,1163061400,2,2,50
congested_traffic_veh36_1163057500,congested_traffic,36,1163057500,1163062400,2,2,50
congested_traffic_veh36_1163058500,congested_traffic,36,1163058500,1163063400,2,2,50
congested_traffic_veh37_1113437601400,congested_traffic,37,1113437601400,1113437606300,4,4,50
congested_traffic_veh37_1113437602400,congested_traffic,37,1113437602400,1113437607300,4,4,50
congested_traffic_veh37_1113437603400,congested_traffic,37,1113437603400,1113437608300,4,4,50
congested_traffic_veh37_1113437604400,congested_traffic,37,1113437604400,1113437609300,4,4,50
congested_traffic_veh37_1113437605400,congested_traffic,37,1113437605400,1113437610300,4,4,50
congested_traffic_veh37_1113437606400,congested_traffic,37,1113437606400,1113437611300,4,4,50
congested_traffic_veh37_1113437607400,congested_traffic,37,1113437607400,1113437612300,4,4,50
congested_traffic_veh37_1113437608400,congested_traffic,37,1113437608400,1113437613300,4,4,50
congested_traffic_veh37_1113437609400,congested_traffic,37,1113437609400,1113437614300,4,4,50
congested_traffic_veh37_1113437610400,congested_traffic,37,1113437610400,1113437615300,4,4,50
congested_traffic_veh37_1113437611400,congested_traffic,37,1113437611400,1113437616300,4,4,50
congested_traffic_veh37_1113437612400,congested_traffic,37,1113437612400,1113437617300,4,4,50
congested_traffic_veh37_1113437613400,congested_traffic,37,1113437613400,1113437618300,4,4,50
congested_traffic_veh37_1113437614400,congested_traffic,37,1113437614400,1113437619300,4,4,50
congested_traffic_veh37_1113437615400,congested_traffic,37,1113437615400,1113437620300,4,4,50
congested_traffic_veh37_1118936719300,congested_traffic,37,1118936719300,1118936724200,0,3,50
congested_traffic_veh37_1118936720300,congested_traffic,37,1118936720300,1118936725200,3,3,50
congested_traffic_veh38_1113437629300,congested_traffic,38,1113437629300,1113437634200,5,5,50
congested_traffic_veh38_1113437630300,congested_traffic,38,1113437630300,1113437635200,5,5,50
congested_traffic_veh38_1113437631300,congested_traffic,38,1113437631300,1113437636200,5,5,50
congested_traffic_veh38_1113437632300,congested_traffic,38,1113437632300,1113437637200,5,5,50
congested_traffic_veh38_1113437633300,congested_traffic,38,1113437633300,1113437638200,5,5,50
congested_traffic_veh38_1113437634300,congested_traffic,38,1113437634300,1113437639200,5,5,50
congested_traffic_veh38_1113437635300,congested_traffic,38,1113437635300,1113437640200,5,5,50
congested_traffic_veh38_1118936721000,congested_traffic,38,1118936721000,1118936725900,0,3,50
congested_traffic_veh38_1118936722000,congested_traffic,38,1118936722000,1118936726900,0,3,50
congested_traffic_veh38_1118936723000,congested_traffic,38,1118936723000,1118936727900,3,3,50
congested_traffic_veh38_1118936724000,congested_traffic,38,1118936724000,1118936728900,3,3,50
congested_traffic_veh38_1118936725000,congested_traffic,38,1118936725000,1118936729900,3,3,50
congested_traffic_veh38_1118936726000,congested_traffic,38,1118936726000,1118936730900,3,3,50
congested_traffic_veh38_1118936727000,congested_traffic,38,1118936727000,1118936731900,3,3,50
congested_traffic_veh38_1118936728000,congested_traffic,38,1118936728000,1118936732900,3,3,50
congested_traffic_veh39_1163050500,congested_traffic,39,1163050500,1163055400,1,1,50
congested_traffic_veh39_1163051500,congested_traffic,39,1163051500,1163056400,1,1,50
congested_traffic_veh39_1163052500,congested_traffic,39,1163052500,1163057400,1,1,50
congested_traffic_veh39_1163053500,congested_traffic,39,1163053500,1163058400,1,1,50
congested_traffic_veh39_1163054500,congested_traffic,39,1163054500,1163059400,1,1,50
congested_traffic_veh39_1163055500,congested_traffic,39,1163055500,1163060400,1,1,50
congested_traffic_veh39_1163056500,congested_traffic,39,1163056500,1163061400,1,1,50
car_following_veh39_1113437619800,car_following,39,1113437619800,1113437624700,6,6,50
car_following_veh39_1113437620800,car_following,39,1113437620800,1113437625700,6,6,50
congested_traffic_veh39_1113437621800,congested_traffic,39,1113437621800,1113437626700,6,6,50
congested_traffic_veh39_1113437622800,congested_traffic,39,1113437622800,1113437627700,6,6,50
car_following_veh39_1113437623800,car_following,39,1113437623800,1113437628700,6,6,50
congested_traffic_veh39_1113437625800,congested_traffic,39,1113437625800,1113437630700,6,6,50
congested_traffic_veh41_1113437634500,congested_traffic,41,1113437634500,1113437639400,3,3,50
congested_traffic_veh41_1113437635500,congested_traffic,41,1113437635500,1113437640400,3,3,50
car_following_veh42_1113437640000,car_following,42,1113437640000,1113437644900,2,2,50
car_following_veh43_1118848779200,car_following,43,1118848779200,1118848784100,1,1,50
car_following_veh45_1113433156100,car_following,45,1113433156100,1113433161000,6,6,50
congested_traffic_veh48_1113437633500,congested_traffic,48,1113437633500,1113437638400,5,5,50
congested_traffic_veh48_1113437634500,congested_traffic,48,1113437634500,1113437639400,5,5,50
congested_traffic_veh48_1113437635500,congested_traffic,48,1113437635500,1113437640400,5,5,50
congested_traffic_veh48_1113437636500,congested_traffic,48,1113437636500,1113437641400,5,5,50
congested_traffic_veh48_1113437637500,congested_traffic,48,1113437637500,1113437642400,5,5,50
congested_traffic_veh48_1113437638500,congested_traffic,48,1113437638500,1113437643400,5,5,50
congested_traffic_veh50_1163059300,congested_traffic,50,1163059300,1163064200,1,1,50
congested_traffic_veh50_1163060300,congested_traffic,50,1163060300,1163065200,1,1,50
congested_traffic_veh50_1113437609800,congested_traffic,50,1113437609800,1113437614700,4,4,50
congested_traffic_veh50_1113437610800,congested_traffic,50,1113437610800,1113437615700,4,4,50
car_following_veh50_1113437613800,car_following,50,1113437613800,1113437618700,4,4,50
car_following_veh50_1113437614800,car_following,50,1113437614800,1113437619700,4,4,50
congested_traffic_veh50_1113437615800,congested_traffic,50,1113437615800,1113437620700,4,4,50
congested_traffic_veh50_1113437616800,congested_traffic,50,1113437616800,1113437621700,4,4,50
congested_traffic_veh50_1113437617800,congested_traffic,50,1113437617800,1113437622700,4,4,50
congested_traffic_veh50_1113437618800,congested_traffic,50,1113437618800,1113437623700,4,4,50
congested_traffic_veh50_1113437619800,congested_traffic,50,1113437619800,1113437624700,4,4,50
congested_traffic_veh50_1113437620800,congested_traffic,50,1113437620800,1113437625700,4,4,50
